id,predict_0,predict_1,predict_2
11066,0.908981105997,0.0910188940028,0.0
18000,0.456416038069,0.147567712857,0.396016249074
16964,1.0,0.0,0.0
4795,1.0,0.0,0.0
3392,0.233669644393,0.382874378894,0.383455976713
3795,0.266904761905,0.733095238095,0.0
2881,0.826419803181,0.173580196819,0.0
1903,0.210664731841,0.353090835743,0.436244432416
5245,0.959428768748,0.0405712312523,0.0
6726,1.0,0.0,0.0
1311,0.973817587447,0.0261824125531,0.0
15795,0.835231659503,0.164768340497,0.0
4315,0.901444494413,0.0985555055869,0.0
3393,0.0742377398721,0.0920069296375,0.83375533049
6764,0.756,0.244,0.0
13039,0.760886093965,0.239113906035,0.0
12331,0.9,0.0,0.1
14276,0.0933333333333,0.906666666667,0.0
14638,0.835231659503,0.164768340497,0.0
6573,0.987406768961,0.0125932310385,0.0
2222,0.456416038069,0.147567712857,0.396016249074
8824,0.883833333333,0.116166666667,0.0
6360,0.6,0.4,0.0
7553,0.251788663876,0.230117343003,0.518093993121
13760,0.510485503067,0.446088259835,0.0434262370989
4284,0.651040764791,0.348959235209,0.0
1356,0.881060121677,0.0515477020848,0.0673921762381
3410,0.953988081505,0.0460119184948,0.0
4830,0.179285714286,0.820714285714,0.0
8998,0.355413125642,0.599025958381,0.0455609159771
18052,0.9,0.1,0.0
7539,0.904466979404,0.0955330205956,0.0
9529,0.953988081505,0.0460119184948,0.0
3656,0.920381693249,0.0796183067513,0.0
14238,0.45,0.55,0.0
2682,0.484336852425,0.515663147575,0.0
7312,0.1,0.875,0.025
12971,0.692012987013,0.307987012987,0.0
10735,0.835231659503,0.164768340497,0.0
4050,0.817114274614,0.182885725386,0.0
5943,0.904466979404,0.0955330205956,0.0
6482,0.430023912362,0.569976087638,0.0
9746,0.456416038069,0.147567712857,0.396016249074
13320,0.456416038069,0.147567712857,0.396016249074
803,0.721428571429,0.27619047619,0.00238095238095
15437,1.0,0.0,0.0
12302,0.955272192151,0.0447278078491,0.0
12271,0.835231659503,0.164768340497,0.0
5341,0.920381693249,0.0796183067513,0.0
4427,0.987406768961,0.0125932310385,0.0
529,0.9,0.1,0.0
2022,1.0,0.0,0.0
14625,0.955272192151,0.0447278078491,0.0
2922,0.233669644393,0.382874378894,0.383455976713
16330,0.134623602748,0.497041170651,0.368335226601
12890,0.835231659503,0.164768340497,0.0
2140,0.908981105997,0.0910188940028,0.0
13484,0.832796060551,0.167203939449,0.0
12392,1.0,0.0,0.0
2322,0.571428571429,0.139166666667,0.289404761905
567,0.35591562302,0.244583380624,0.399500996356
4436,0.609143941185,0.390856058815,0.0
12156,0.987406768961,0.0125932310385,0.0
7508,0.936923076923,0.0630769230769,0.0
6184,0.9875,0.0125,0.0
12213,0.949252320561,0.0215360877121,0.0292115917264
6458,0.268406829544,0.387773364011,0.343819806445
13967,1.0,0.0,0.0
894,0.950554688278,0.0494453117215,0.0
7461,0.103701298701,0.31242965368,0.583869047619
8949,0.96,0.04,0.0
3477,0.837142857143,0.1575,0.00535714285714
2779,0.826419803181,0.173580196819,0.0
13551,0.8,0.2,0.0
8297,0.959428768748,0.0405712312523,0.0
5050,0.355413125642,0.599025958381,0.0455609159771
10716,0.456232691658,0.543767308342,0.0
16075,0.532936507937,0.467063492063,0.0
1366,0.750613275613,0.249386724387,0.0
774,0.835231659503,0.164768340497,0.0
7406,0.991583011583,0.00841698841699,0.0
2526,0.296990889456,0.552625453113,0.150383657431
9649,0.959428768748,0.0405712312523,0.0
16115,0.4575819875,0.5424180125,0.0
14749,0.8,0.1,0.1
14952,0.502316017316,0.0,0.497683982684
4786,0.526666666667,0.0,0.473333333333
16513,0.91638622711,0.0836137728897,0.0
2002,1.0,0.0,0.0
4701,0.3,0.7,0.0
7742,0.45,0.55,0.0
5905,0.646666666667,0.353333333333,0.0
685,0.71619731146,0.257220893142,0.0265817953976
11857,0.957142857143,0.0428571428571,0.0
11628,0.250689440297,0.309608769207,0.439701790496
15024,0.832796060551,0.167203939449,0.0
4168,0.949252320561,0.0215360877121,0.0292115917264
11914,0.2,0.8,0.0
5293,0.835231659503,0.164768340497,0.0
3374,0.265481325184,0.734518674816,0.0
13055,0.943888888889,0.0561111111111,0.0
17759,0.233669644393,0.382874378894,0.383455976713
590,0.547170619441,0.452829380559,0.0
1353,1.0,0.0,0.0
11938,0.0916666666667,0.658333333333,0.25
1018,0.114092915386,0.426280998695,0.459626085919
14945,0.835231659503,0.164768340497,0.0
1001,0.832796060551,0.167203939449,0.0
3587,0.979854363045,0.020145636955,0.0
868,0.835231659503,0.164768340497,0.0
9296,0.250689440297,0.309608769207,0.439701790496
12455,0.826419803181,0.173580196819,0.0
17132,1.0,0.0,0.0
10240,1.0,0.0,0.0
3696,0.456416038069,0.147567712857,0.396016249074
10355,0.0,1.0,0.0
2206,0.287380952381,0.712619047619,0.0
14590,1.0,0.0,0.0
13191,1.0,0.0,0.0
5882,1.0,0.0,0.0
12653,0.835231659503,0.164768340497,0.0
1491,0.420303030303,0.494090909091,0.0856060606061
1176,1.0,0.0,0.0
11246,0.456416038069,0.147567712857,0.396016249074
14557,0.571428571429,0.139166666667,0.289404761905
4772,0.1,0.595833333333,0.304166666667
17192,0.835231659503,0.164768340497,0.0
10637,0.906164548336,0.0938354516642,0.0
3281,0.959428768748,0.0405712312523,0.0
3191,0.613971826825,0.346838634737,0.0391895384381
672,0.835231659503,0.164768340497,0.0
6301,0.832796060551,0.167203939449,0.0
10309,0.976047069716,0.0239529302844,0.0
1734,0.809209789179,0.190790210821,0.0
2990,0.841666666667,0.158333333333,0.0
5746,0.05,0.95,0.0
15289,0.832796060551,0.167203939449,0.0
2971,0.835231659503,0.164768340497,0.0
9771,0.472962821688,0.293441052644,0.233596125668
11253,0.0,1.0,0.0
14576,0.0,0.75,0.25
4688,0.233669644393,0.382874378894,0.383455976713
14469,0.587224164724,0.412775835276,0.0
9298,0.920381693249,0.0796183067513,0.0
16099,0.357412014047,0.544411258951,0.0981767270021
17316,0.0,0.711428571429,0.288571428571
15212,0.910487946293,0.0895120537072,0.0
10691,0.949252320561,0.0215360877121,0.0292115917264
3805,0.835231659503,0.164768340497,0.0
6418,0.439000436052,0.523789977197,0.0372095867516
1158,1.0,0.0,0.0
7768,1.0,0.0,0.0
4834,0.342369047619,0.304978835979,0.352652116402
10914,0.835231659503,0.164768340497,0.0
14606,0.65,0.35,0.0
3220,1.0,0.0,0.0
10433,0.959428768748,0.0405712312523,0.0
11251,0.0,0.1,0.9
8084,0.609143941185,0.390856058815,0.0
522,0.8,0.2,0.0
17299,1.0,0.0,0.0
15587,0.859047619048,0.140952380952,0.0
1563,0.233669644393,0.382874378894,0.383455976713
8252,0.2,0.8,0.0
17802,0.251788663876,0.230117343003,0.518093993121
2738,0.750613275613,0.249386724387,0.0
9896,0.832796060551,0.167203939449,0.0
14609,0.9,0.1,0.0
10463,0.948318430121,0.0516815698792,0.0
1280,0.920873015873,0.076746031746,0.00238095238095
977,0.353333333333,0.531666666667,0.115
979,0.950554688278,0.0494453117215,0.0
10908,0.835231659503,0.164768340497,0.0
12569,0.250689440297,0.309608769207,0.439701790496
6078,0.251788663876,0.230117343003,0.518093993121
18339,0.904466979404,0.0955330205956,0.0
13799,0.0499145299145,0.597020757021,0.353064713065
7193,0.251788663876,0.230117343003,0.518093993121
8243,1.0,0.0,0.0
13622,1.0,0.0,0.0
5885,0.609143941185,0.390856058815,0.0
5768,0.949252320561,0.0215360877121,0.0292115917264
632,0.571923076923,0.353321123321,0.0747557997558
3314,0.955272192151,0.0447278078491,0.0
3664,0.727726829595,0.248190703809,0.0240824665961
18518,0.832796060551,0.167203939449,0.0
7687,0.908284931697,0.0917150683032,0.0
17889,0.497347354221,0.42141670628,0.0812359394991
12943,0.71619731146,0.257220893142,0.0265817953976
3581,0.832796060551,0.167203939449,0.0
13802,0.920590251849,0.0794097481513,0.0
17702,0.355413125642,0.599025958381,0.0455609159771
12342,1.0,0.0,0.0
11185,0.987406768961,0.0125932310385,0.0
15675,0.832796060551,0.167203939449,0.0
6716,0.192272727273,0.807727272727,0.0
17790,0.835231659503,0.164768340497,0.0
17791,0.835597362836,0.0644026371638,0.1
6145,0.835231659503,0.164768340497,0.0
18237,0.0307692307692,0.528205128205,0.441025641026
10523,0.7,0.3,0.0
4356,0.355413125642,0.599025958381,0.0455609159771
7482,0.641666666667,0.358333333333,0.0
5856,0.510485503067,0.446088259835,0.0434262370989
5011,0.456416038069,0.147567712857,0.396016249074
15872,1.0,0.0,0.0
6609,0.518451552717,0.481548447283,0.0
995,0.949252320561,0.0215360877121,0.0292115917264
4680,0.663587099175,0.336412900825,0.0
18327,0.727726829595,0.248190703809,0.0240824665961
8484,0.456232691658,0.543767308342,0.0
16968,0.133333333333,0.8,0.0666666666667
8305,0.835231659503,0.164768340497,0.0
7012,0.835231659503,0.164768340497,0.0
13465,0.233669644393,0.382874378894,0.383455976713
8375,0.955272192151,0.0447278078491,0.0
15629,0.355413125642,0.599025958381,0.0455609159771
12296,0.835231659503,0.164768340497,0.0
458,0.472962821688,0.293441052644,0.233596125668
18124,0.233669644393,0.382874378894,0.383455976713
4430,0.0,0.75,0.25
14443,0.179285714286,0.820714285714,0.0
15275,0.953988081505,0.0460119184948,0.0
4470,0.571428571429,0.139166666667,0.289404761905
13831,0.835231659503,0.164768340497,0.0
